Running script with arguments: Namespace(input_channels=46, input_size=[16, 16], modality='hyper', num_classes=3, test_folder=['/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/hardwood_vs_softwood/vis/test', '/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/hardwood_vs_softwood/chm/test', '/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/hardwood_vs_softwood/dtm/test'], train_folder=['/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/hardwood_vs_softwood/vis/train', '/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/hardwood_vs_softwood/chm/train', '/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/hardwood_vs_softwood/dtm/train'])
tensor([ 1.2413e-03,  1.3992e+00,  1.5666e-01,  2.4665e-03,  3.7055e-03,
         2.8208e-01,  2.4620e-01,  1.1281e-02,  5.7995e+07,  3.3269e-01,
         1.0076e+00,  1.0347e+03,  1.0074e+03,  1.0008e+03,  4.0351e+00,
         2.8078e+00,  1.4801e+00,  6.4264e-01,  1.7263e+00,  1.6173e+03,
         7.6670e-01,  3.2386e-01,  2.9248e+00,  4.8894e+00,  1.6173e+03,
         7.6670e-01,  6.7660e-01, -2.4590e-02,  1.6352e-01,  6.7651e-01,
        -6.2282e-02,  1.1902e+00,  6.5222e-01,  4.6292e-02,  6.9664e+00,
         6.5256e-01,  3.7723e-01,  6.9674e+02,  8.9830e-01,  7.0955e-01,
         1.0268e+00,  6.1569e+04,  9.7964e-01,  1.4239e+00,  2.2436e+00,
         5.7266e+02])
tensor([4.2835e-04, 4.0767e-01, 6.8023e-02, 1.5014e-03, 1.7588e-03, 4.3323e-02,
        4.0901e-02, 2.5345e-03, 2.5077e+07, 2.5095e-01, 2.5432e-01, 2.0523e+02,
        1.9951e+02, 2.0219e+02, 5.4792e-01, 3.3658e-01, 1.8284e-01, 8.7965e-02,
        4.7020e-01, 3.2467e+02, 4.8012e-02, 3.8059e-02, 5.3951e-01, 9.9058e-01,
        3.2467e+02, 4.8012e-02, 4.9931e-02, 3.5875e-02, 6.8917e-02, 4.9927e-02,
        1.4947e-02, 1.0155e-01, 4.8966e-02, 1.9410e-02, 1.3976e+00, 1.7419e-01,
        3.9700e-02, 9.5890e+00, 5.9467e-02, 9.4901e-02, 3.9157e-01, 1.2540e+04,
        2.3095e-01, 7.1845e-02, 1.7827e+00, 1.8147e+00])
Saving model to: /mmfs1/gscratch/stf/upanpra/model_checkpointsAK/best-test-model-VisDroughtCNN-1700285131.0040333.pt
shape of mean, torch.Size([46])
shape of std, torch.Size([46])
DroughtCNN(
  (conv1): Conv2d(46, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
  (bn1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv2): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
  (bn2): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv3): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
  (bn3): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (fc1): Linear(in_features=512, out_features=120, bias=True)
Epoch [59/100], Step [100/178], Loss: 0.1781
Epoch [59/100], Train Acc 85.67%, Test Acc 74.27%
Epoch [60/100], Step [100/178], Loss: 0.2344
Epoch [60/100], Train Acc 85.64%, Test Acc 72.48%
Epoch [61/100], Step [100/178], Loss: 0.4900
Epoch [61/100], Train Acc 85.92%, Test Acc 74.55%
Epoch [62/100], Step [100/178], Loss: 0.3670
Epoch [62/100], Train Acc 84.97%, Test Acc 73.86%
Epoch [63/100], Step [100/178], Loss: 0.3358
Epoch [63/100], Train Acc 84.76%, Test Acc 71.37%
Epoch [64/100], Step [100/178], Loss: 0.3125
Epoch [64/100], Train Acc 85.71%, Test Acc 72.89%
Epoch [65/100], Step [100/178], Loss: 0.1781
Epoch [65/100], Train Acc 85.82%, Test Acc 72.20%
Epoch [66/100], Step [100/178], Loss: 0.4559
Epoch [66/100], Train Acc 85.50%, Test Acc 70.95%
Epoch [67/100], Step [100/178], Loss: 0.6197
Epoch [67/100], Train Acc 85.57%, Test Acc 71.09%
Epoch [68/100], Step [100/178], Loss: 0.1781
Epoch [68/100], Train Acc 85.25%, Test Acc 69.71%
Epoch [69/100], Step [100/178], Loss: 0.5652
Epoch [69/100], Train Acc 87.44%, Test Acc 72.20%
Epoch [70/100], Step [100/178], Loss: 0.3329
Epoch [70/100], Train Acc 84.93%, Test Acc 70.12%
Epoch [71/100], Step [100/178], Loss: 0.2416
Epoch [71/100], Train Acc 87.30%, Test Acc 70.54%
Epoch [72/100], Step [100/178], Loss: 0.2936
Epoch [72/100], Train Acc 86.52%, Test Acc 71.51%
Epoch [73/100], Step [100/178], Loss: 0.2438
Epoch [73/100], Train Acc 83.94%, Test Acc 71.51%
Epoch [74/100], Step [100/178], Loss: 0.4187
Epoch [74/100], Train Acc 86.06%, Test Acc 72.48%
Epoch [75/100], Step [100/178], Loss: 0.2485
Epoch [75/100], Train Acc 86.91%, Test Acc 73.31%
Epoch [76/100], Step [100/178], Loss: 0.3816
Epoch [76/100], Train Acc 86.52%, Test Acc 72.06%
Epoch [77/100], Step [100/178], Loss: 0.0924
Epoch [77/100], Train Acc 87.76%, Test Acc 73.31%
Epoch [78/100], Step [100/178], Loss: 0.6067
Epoch [78/100], Train Acc 87.19%, Test Acc 74.55%
Epoch [79/100], Step [100/178], Loss: 0.4022
Epoch [79/100], Train Acc 87.51%, Test Acc 74.00%
Epoch [80/100], Step [100/178], Loss: 0.3499
Epoch [80/100], Train Acc 83.17%, Test Acc 73.17%
Epoch [81/100], Step [100/178], Loss: 0.2072
Epoch [81/100], Train Acc 85.78%, Test Acc 72.61%
Epoch [82/100], Step [100/178], Loss: 0.4152
Epoch [82/100], Train Acc 85.11%, Test Acc 73.58%
Epoch [83/100], Step [100/178], Loss: 0.1761
Epoch [83/100], Train Acc 88.04%, Test Acc 73.17%
Epoch [84/100], Step [100/178], Loss: 0.4779
Epoch [84/100], Train Acc 86.98%, Test Acc 70.26%
Epoch [85/100], Step [100/178], Loss: 0.2167
Epoch [85/100], Train Acc 88.18%, Test Acc 73.86%
Epoch [86/100], Step [100/178], Loss: 0.2482
Epoch [86/100], Train Acc 87.44%, Test Acc 73.58%
Epoch [87/100], Step [100/178], Loss: 0.4414
Epoch [87/100], Train Acc 85.50%, Test Acc 70.54%
Epoch [88/100], Step [100/178], Loss: 0.2464
Epoch [88/100], Train Acc 88.00%, Test Acc 72.61%
Epoch [89/100], Step [100/178], Loss: 0.0581
Epoch [89/100], Train Acc 88.57%, Test Acc 74.27%
Epoch [90/100], Step [100/178], Loss: 0.2874
Epoch [90/100], Train Acc 88.14%, Test Acc 72.48%
Epoch [91/100], Step [100/178], Loss: 0.4364
Epoch [91/100], Train Acc 87.93%, Test Acc 72.48%
Epoch [92/100], Step [100/178], Loss: 0.1932
Epoch [92/100], Train Acc 88.00%, Test Acc 72.89%
Epoch [93/100], Step [100/178], Loss: 0.2942
Epoch [93/100], Train Acc 84.26%, Test Acc 66.94%
Epoch [94/100], Step [100/178], Loss: 0.5569
Epoch [94/100], Train Acc 88.74%, Test Acc 71.92%
Epoch [95/100], Step [100/178], Loss: 0.2013
Epoch [95/100], Train Acc 88.39%, Test Acc 72.48%
Epoch [96/100], Step [100/178], Loss: 0.1434
Epoch [96/100], Train Acc 88.46%, Test Acc 71.51%
Epoch [97/100], Step [100/178], Loss: 0.2155
Epoch [97/100], Train Acc 86.73%, Test Acc 72.48%
Epoch [98/100], Step [100/178], Loss: 0.1420
Epoch [98/100], Train Acc 87.47%, Test Acc 71.23%
Epoch [99/100], Step [100/178], Loss: 0.3765
Epoch [99/100], Train Acc 87.79%, Test Acc 72.48%
Epoch [100/100], Step [100/178], Loss: 0.2416
Epoch [100/100], Train Acc 88.36%, Test Acc 73.44%
1700287131.1022122
 Elapsed time: 33.33426988919576 minutes
 Elapsed time: 0.5555711648199293 hours
1700287131.1022208
Saved model to /mmfs1/gscratch/stf/upanpra/model_checkpointsAK/model-VIs-DroughtCNN-1700285131.0040333.pt
[[ 68  16  61]
 [ 13 151  32]
 [ 31  43 308]]
[[0.46896552 0.11034483 0.42068966]
 [0.06632653 0.77040816 0.16326531]
 [0.08115183 0.11256545 0.80628272]]
[[0.60714286 0.07619048 0.1521197 ]
 [0.11607143 0.71904762 0.0798005 ]
 [0.27678571 0.2047619  0.7680798 ]]
