Running script with arguments: Namespace(input_channels=1, input_size=[16, 16], modality='chm', num_classes=3, test_folder=['/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/hardwood_vs_softwood/chm/test'], train_folder=['/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/hardwood_vs_softwood/chm/train'])
tensor([2.2436])
tensor([1.7827])
Saving model to: /mmfs1/gscratch/stf/upanpra/model_checkpointsAK/best-test-model-VisDroughtCNN-1700283111.147776.pt
DroughtCNN(
  (conv1): Conv2d(1, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
  (bn1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv2): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
  (bn2): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv3): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
  (bn3): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (fc1): Linear(in_features=512, out_features=120, bias=True)
Epoch [77/100], Train Acc 97.14%, Test Acc 70.54%
Epoch [78/100], Step [100/178], Loss: 0.2081
Epoch [78/100], Train Acc 97.07%, Test Acc 71.92%
Epoch [79/100], Step [100/178], Loss: 0.0493
Epoch [79/100], Train Acc 97.07%, Test Acc 72.20%
Epoch [80/100], Step [100/178], Loss: 0.0400
Epoch [80/100], Train Acc 97.39%, Test Acc 70.12%
Epoch [81/100], Step [100/178], Loss: 0.0378
Epoch [81/100], Train Acc 97.49%, Test Acc 70.54%
Epoch [82/100], Step [100/178], Loss: 0.0530
Epoch [82/100], Train Acc 97.39%, Test Acc 71.23%
Epoch [83/100], Step [100/178], Loss: 0.0514
Epoch [83/100], Train Acc 97.00%, Test Acc 72.48%
Epoch [84/100], Step [100/178], Loss: 0.0365
Epoch [84/100], Train Acc 97.18%, Test Acc 71.78%
Epoch [85/100], Step [100/178], Loss: 0.2539
Epoch [85/100], Train Acc 97.60%, Test Acc 71.92%
Epoch [86/100], Step [100/178], Loss: 0.0511
Epoch [86/100], Train Acc 96.97%, Test Acc 71.92%
Epoch [87/100], Step [100/178], Loss: 0.0251
Epoch [87/100], Train Acc 97.57%, Test Acc 71.51%
Epoch [88/100], Step [100/178], Loss: 0.0814
Epoch [88/100], Train Acc 97.64%, Test Acc 73.31%
Epoch [89/100], Step [100/178], Loss: 0.0365
Epoch [89/100], Train Acc 97.67%, Test Acc 71.65%
Epoch [90/100], Step [100/178], Loss: 0.0891
Epoch [90/100], Train Acc 97.71%, Test Acc 71.37%
Epoch [91/100], Step [100/178], Loss: 0.1163
Epoch [91/100], Train Acc 97.67%, Test Acc 71.09%
Epoch [92/100], Step [100/178], Loss: 0.0205
Epoch [92/100], Train Acc 97.60%, Test Acc 70.40%
Epoch [93/100], Step [100/178], Loss: 0.0226
Epoch [93/100], Train Acc 97.14%, Test Acc 72.20%
Epoch [94/100], Step [100/178], Loss: 0.1036
Epoch [94/100], Train Acc 97.92%, Test Acc 70.82%
Epoch [95/100], Step [100/178], Loss: 0.0246
Epoch [95/100], Train Acc 97.64%, Test Acc 71.65%
Epoch [96/100], Step [100/178], Loss: 0.0087
Epoch [96/100], Train Acc 97.46%, Test Acc 72.48%
Epoch [97/100], Step [100/178], Loss: 0.2007
Epoch [97/100], Train Acc 97.53%, Test Acc 70.26%
Epoch [98/100], Step [100/178], Loss: 0.1450
Epoch [98/100], Train Acc 97.85%, Test Acc 71.09%
Epoch [99/100], Step [100/178], Loss: 0.0582
Epoch [99/100], Train Acc 97.57%, Test Acc 70.40%
Epoch [100/100], Step [100/178], Loss: 0.0698
Epoch [100/100], Train Acc 97.74%, Test Acc 69.71%
1700283637.0415726
 Elapsed time: 8.764694154262543 minutes
 Elapsed time: 0.14607823590437571 hours
1700283637.0415812
Saved model to /mmfs1/gscratch/stf/upanpra/model_checkpointsAK/model-VIs-DroughtCNN-1700283111.147776.pt
[[ 53   6  86]
 [  9 167  20]
 [ 70  22 290]]
[[0.36551724 0.04137931 0.59310345]
 [0.04591837 0.85204082 0.10204082]
 [0.18324607 0.05759162 0.7591623 ]]
[[0.40151515 0.03076923 0.21717172]
 [0.06818182 0.85641026 0.05050505]
 [0.53030303 0.11282051 0.73232323]]
