Running script with arguments: Namespace(input_channels=1, input_size=[16, 16], modality='chm', num_classes=2, test_folder=['/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/forest_vs_nonforest/chm/test'], train_folder=['/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/forest_vs_nonforest/chm/train'])
tensor([2.2561])
tensor([1.7738])
Saving model to: /mmfs1/gscratch/stf/upanpra/model_checkpointsAK/best-test-model-VisDroughtCNN-1700318237.23149.pt
DroughtCNN(
  (conv1): Conv2d(1, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
  (bn1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv2): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
  (bn2): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv3): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
  (bn3): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (fc1): Linear(in_features=512, out_features=120, bias=True)
Epoch [77/100], Train Acc 98.73%, Test Acc 87.05%
Epoch [78/100], Step [100/178], Loss: 0.0034
Epoch [78/100], Train Acc 98.63%, Test Acc 88.02%
Epoch [79/100], Step [100/178], Loss: 0.0383
Epoch [79/100], Train Acc 98.59%, Test Acc 87.60%
Epoch [80/100], Step [100/178], Loss: 0.0517
Epoch [80/100], Train Acc 98.66%, Test Acc 87.33%
Epoch [81/100], Step [100/178], Loss: 0.2090
Epoch [81/100], Train Acc 98.80%, Test Acc 88.02%
Epoch [82/100], Step [100/178], Loss: 0.0228
Epoch [82/100], Train Acc 98.63%, Test Acc 88.30%
Epoch [83/100], Step [100/178], Loss: 0.0863
Epoch [83/100], Train Acc 98.59%, Test Acc 87.19%
Epoch [84/100], Step [100/178], Loss: 0.0533
Epoch [84/100], Train Acc 98.66%, Test Acc 87.60%
Epoch [85/100], Step [100/178], Loss: 0.0183
Epoch [85/100], Train Acc 98.77%, Test Acc 87.47%
Epoch [86/100], Step [100/178], Loss: 0.0066
Epoch [86/100], Train Acc 98.73%, Test Acc 88.30%
Epoch [87/100], Step [100/178], Loss: 0.1363
Epoch [87/100], Train Acc 98.70%, Test Acc 87.74%
Epoch [88/100], Step [100/178], Loss: 0.0127
Epoch [88/100], Train Acc 98.63%, Test Acc 87.74%
Epoch [89/100], Step [100/178], Loss: 0.0001
Epoch [89/100], Train Acc 98.77%, Test Acc 88.30%
Epoch [90/100], Step [100/178], Loss: 0.0085
Epoch [90/100], Train Acc 98.84%, Test Acc 88.02%
Epoch [91/100], Step [100/178], Loss: 0.1626
Epoch [91/100], Train Acc 98.80%, Test Acc 88.02%
Epoch [92/100], Step [100/178], Loss: 0.0079
Epoch [92/100], Train Acc 98.73%, Test Acc 88.44%
Epoch [93/100], Step [100/178], Loss: 0.0081
Epoch [93/100], Train Acc 98.73%, Test Acc 88.44%
Epoch [94/100], Step [100/178], Loss: 0.0110
Epoch [94/100], Train Acc 98.77%, Test Acc 88.02%
Epoch [95/100], Step [100/178], Loss: 0.2470
Epoch [95/100], Train Acc 98.70%, Test Acc 88.16%
Epoch [96/100], Step [100/178], Loss: 0.0082
Epoch [96/100], Train Acc 98.63%, Test Acc 88.30%
Epoch [97/100], Step [100/178], Loss: 0.0040
Epoch [97/100], Train Acc 98.80%, Test Acc 88.44%
Epoch [98/100], Step [100/178], Loss: 0.0126
Epoch [98/100], Train Acc 98.80%, Test Acc 88.44%
Epoch [99/100], Step [100/178], Loss: 0.0126
Epoch [99/100], Train Acc 98.80%, Test Acc 88.16%
Epoch [100/100], Step [100/178], Loss: 0.0347
Epoch [100/100], Train Acc 98.59%, Test Acc 88.44%
1700318970.3048608
 Elapsed time: 12.217452303568523 minutes
 Elapsed time: 0.20362420505947537 hours
1700318970.3048701
Saved model to /mmfs1/gscratch/stf/upanpra/model_checkpointsAK/model-VIs-DroughtCNN-1700318237.23149.pt
[[494  31]
 [ 58 135]]
[[0.94095238 0.05904762]
 [0.30051813 0.69948187]]
[[0.89492754 0.18674699]
 [0.10507246 0.81325301]]
