Running script with arguments: Namespace(input_channels=46, input_size=[16, 16], modality='hyper', num_classes=2, test_folder=['/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/forest_vs_nonforest/vis/test', '/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/forest_vs_nonforest/chm/test', '/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/forest_vs_nonforest/dtm/test'], train_folder=['/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/forest_vs_nonforest/vis/train', '/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/forest_vs_nonforest/chm/train', '/mmfs1/gscratch/stf/upanpra/AK_paper_data/16crops/forest_vs_nonforest/dtm/train'])
tensor([ 1.2562e-03,  1.3985e+00,  1.6028e-01,  2.4955e-03,  3.7494e-03,
         2.8645e-01,  2.5099e-01,  1.1617e-02,  5.8831e+07,  3.3747e-01,
         1.0219e+00,  1.0250e+03,  9.9808e+02,  9.9124e+02,  4.0320e+00,
         2.8061e+00,  1.4833e+00,  6.4246e-01,  1.7446e+00,  1.6011e+03,
         7.6933e-01,  3.2335e-01,  2.9283e+00,  4.8720e+00,  1.6011e+03,
         7.6933e-01,  6.7750e-01, -2.4416e-02,  1.6377e-01,  6.7740e-01,
        -6.2431e-02,  1.1953e+00,  6.5289e-01,  4.6614e-02,  6.9420e+00,
         6.5594e-01,  3.7715e-01,  7.0039e+02,  9.0422e-01,  7.1502e-01,
         1.0462e+00,  6.0931e+04,  9.8067e-01,  1.4292e+00,  2.2561e+00,
         5.7587e+02])
tensor([4.4759e-04, 4.1323e-01, 7.3622e-02, 1.5093e-03, 1.7797e-03, 4.4453e-02,
        4.2317e-02, 2.6169e-03, 2.6416e+07, 2.3929e-01, 2.5570e-01, 2.0371e+02,
        1.9807e+02, 2.0060e+02, 5.4898e-01, 3.3441e-01, 1.8229e-01, 7.9600e-02,
        4.5119e-01, 3.2198e+02, 4.8647e-02, 3.7990e-02, 5.6839e-01, 9.8143e-01,
        3.2198e+02, 4.8648e-02, 5.0190e-02, 3.6721e-02, 6.9817e-02, 5.0186e-02,
        1.5194e-02, 1.0199e-01, 4.9361e-02, 2.0211e-02, 1.3854e+00, 1.7766e-01,
        3.9823e-02, 9.6311e+00, 5.9993e-02, 9.6525e-02, 3.0351e-01, 1.2431e+04,
        2.1788e-01, 7.1990e-02, 1.7738e+00, 2.0725e+00])
Saving model to: /mmfs1/gscratch/stf/upanpra/model_checkpointsAK/best-test-model-VisDroughtCNN-1700711110.7943258.pt
shape of mean, torch.Size([46])
shape of std, torch.Size([46])
DroughtCNN(
  (conv1): Conv2d(46, 32, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
  (bn1): BatchNorm2d(32, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv2): Conv2d(32, 64, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
  (bn2): BatchNorm2d(64, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (conv3): Conv2d(64, 128, kernel_size=(3, 3), stride=(1, 1), padding=(1, 1))
  (bn3): BatchNorm2d(128, eps=1e-05, momentum=0.1, affine=True, track_running_stats=True)
  (fc1): Linear(in_features=512, out_features=120, bias=True)
Epoch [59/100], Step [100/178], Loss: 0.0811
Epoch [59/100], Train Acc 95.39%, Test Acc 85.10%
Epoch [60/100], Step [100/178], Loss: 0.0689
Epoch [60/100], Train Acc 94.72%, Test Acc 86.77%
Epoch [61/100], Step [100/178], Loss: 0.2023
Epoch [61/100], Train Acc 94.47%, Test Acc 84.40%
Epoch [62/100], Step [100/178], Loss: 0.3766
Epoch [62/100], Train Acc 94.93%, Test Acc 86.21%
Epoch [63/100], Step [100/178], Loss: 0.1010
Epoch [63/100], Train Acc 95.74%, Test Acc 85.93%
Epoch [64/100], Step [100/178], Loss: 0.1336
Epoch [64/100], Train Acc 95.91%, Test Acc 84.96%
Epoch [65/100], Step [100/178], Loss: 0.3253
Epoch [65/100], Train Acc 95.98%, Test Acc 84.82%
Epoch [66/100], Step [100/178], Loss: 0.4186
Epoch [66/100], Train Acc 95.46%, Test Acc 84.40%
Epoch [67/100], Step [100/178], Loss: 0.0466
Epoch [67/100], Train Acc 95.35%, Test Acc 85.24%
Epoch [68/100], Step [100/178], Loss: 0.0406
Epoch [68/100], Train Acc 96.05%, Test Acc 83.57%
Epoch [69/100], Step [100/178], Loss: 0.3771
Epoch [69/100], Train Acc 95.56%, Test Acc 82.73%
Epoch [70/100], Step [100/178], Loss: 0.0843
Epoch [70/100], Train Acc 96.34%, Test Acc 85.38%
Epoch [71/100], Step [100/178], Loss: 0.1206
Epoch [71/100], Train Acc 96.20%, Test Acc 86.49%
Epoch [72/100], Step [100/178], Loss: 0.1014
Epoch [72/100], Train Acc 96.62%, Test Acc 84.82%
Epoch [73/100], Step [100/178], Loss: 0.1648
Epoch [73/100], Train Acc 96.58%, Test Acc 86.21%
Epoch [74/100], Step [100/178], Loss: 0.0277
Epoch [74/100], Train Acc 96.55%, Test Acc 83.70%
Epoch [75/100], Step [100/178], Loss: 0.0421
Epoch [75/100], Train Acc 95.81%, Test Acc 85.52%
Epoch [76/100], Step [100/178], Loss: 0.3080
Epoch [76/100], Train Acc 96.62%, Test Acc 86.07%
Epoch [77/100], Step [100/178], Loss: 0.2514
Epoch [77/100], Train Acc 96.51%, Test Acc 85.10%
Epoch [78/100], Step [100/178], Loss: 0.1707
Epoch [78/100], Train Acc 96.44%, Test Acc 83.98%
Epoch [79/100], Step [100/178], Loss: 0.1318
Epoch [79/100], Train Acc 96.72%, Test Acc 84.68%
Epoch [80/100], Step [100/178], Loss: 0.3114
Epoch [80/100], Train Acc 96.41%, Test Acc 84.54%
Epoch [81/100], Step [100/178], Loss: 0.1181
Epoch [81/100], Train Acc 96.30%, Test Acc 85.52%
Epoch [82/100], Step [100/178], Loss: 0.0671
Epoch [82/100], Train Acc 96.62%, Test Acc 83.98%
Epoch [83/100], Step [100/178], Loss: 0.0551
Epoch [83/100], Train Acc 96.83%, Test Acc 84.82%
Epoch [84/100], Step [100/178], Loss: 0.0121
Epoch [84/100], Train Acc 95.98%, Test Acc 84.68%
Epoch [85/100], Step [100/178], Loss: 0.0442
Epoch [85/100], Train Acc 96.76%, Test Acc 84.96%
Epoch [86/100], Step [100/178], Loss: 0.2794
Epoch [86/100], Train Acc 96.41%, Test Acc 85.38%
Epoch [87/100], Step [100/178], Loss: 0.0896
Epoch [87/100], Train Acc 96.83%, Test Acc 86.35%
Epoch [88/100], Step [100/178], Loss: 0.1172
Epoch [88/100], Train Acc 97.04%, Test Acc 84.68%
Epoch [89/100], Step [100/178], Loss: 0.0422
Epoch [89/100], Train Acc 97.15%, Test Acc 84.82%
Epoch [90/100], Step [100/178], Loss: 0.0234
Epoch [90/100], Train Acc 97.11%, Test Acc 83.70%
Epoch [91/100], Step [100/178], Loss: 0.0264
Epoch [91/100], Train Acc 96.62%, Test Acc 84.82%
Epoch [92/100], Step [100/178], Loss: 0.1323
Epoch [92/100], Train Acc 96.90%, Test Acc 84.40%
Epoch [93/100], Step [100/178], Loss: 0.0742
Epoch [93/100], Train Acc 96.90%, Test Acc 84.68%
Epoch [94/100], Step [100/178], Loss: 0.0914
Epoch [94/100], Train Acc 96.79%, Test Acc 85.38%
Epoch [95/100], Step [100/178], Loss: 0.0793
Epoch [95/100], Train Acc 96.76%, Test Acc 85.10%
Epoch [96/100], Step [100/178], Loss: 0.0688
Epoch [96/100], Train Acc 96.94%, Test Acc 84.82%
Epoch [97/100], Step [100/178], Loss: 0.2603
Epoch [97/100], Train Acc 96.20%, Test Acc 84.12%
Epoch [98/100], Step [100/178], Loss: 0.0599
Epoch [98/100], Train Acc 96.76%, Test Acc 84.54%
Epoch [99/100], Step [100/178], Loss: 0.1050
Epoch [99/100], Train Acc 96.90%, Test Acc 84.96%
Epoch [100/100], Step [100/178], Loss: 0.2210
Epoch [100/100], Train Acc 97.18%, Test Acc 84.40%
1700713193.0825524
 Elapsed time: 34.70413780609767 minutes
 Elapsed time: 0.5784022967682945 hours
1700713193.0825863
Saved model to /mmfs1/gscratch/stf/upanpra/model_checkpointsAK/model-VIs-DroughtCNN-1700711110.7943258.pt
[[478  47]
 [ 65 128]]
[[0.91047619 0.08952381]
 [0.33678756 0.66321244]]
[[0.88029466 0.26857143]
 [0.11970534 0.73142857]]
